,Year,Citations
214,2021,23
215,2021,23
216,2021,22
217,2021,33
218,2021,24
219,2021,18
220,2021,29
221,2021,15
222,2021,20
223,2021,16
224,2021,15
225,2021,16
226,2021,23
227,2021,10
228,2021,17
229,2021,15
230,2021,16
231,2021,14
232,2021,11
233,2021,8
234,2021,8
235,2021,13
236,2021,12
237,2021,12
238,2021,11
239,2021,10
240,2021,12
241,2021,12
242,2021,11
243,2021,10
244,2021,11
245,2021,11
246,2021,13
247,2021,12
248,2021,13
249,2021,10
250,2021,8
251,2021,9
252,2021,6
253,2021,8
254,2021,17
255,2021,7
256,2021,6
257,2021,10
258,2021,8
259,2021,6
260,2021,7
261,2021,6
262,2021,8
263,2021,5
264,2021,5
265,2021,6
266,2021,4
267,2021,7
268,2021,5
269,2021,3
270,2021,3
271,2021,5
272,2021,8
273,2021,5
274,2021,3
275,2021,5
276,2021,4
277,2021,3
278,2021,2
279,2021,5
280,2021,4
281,2021,4
282,2021,3
283,2021,2
284,2021,2
285,2021,3
286,2021,3
287,2021,3
288,2021,3
289,2021,5
290,2021,2
291,2021,3
292,2021,2
293,2021,2
294,2021,2
295,2021,2
296,2021,3
297,2021,2
298,2021,2
299,2021,2
300,2021,4
301,2021,2
302,2021,1
303,2021,2
304,2021,3
305,2021,2
306,2021,1
307,2021,2
308,2021,2
309,2021,1
310,2021,1
311,2021,1
312,2021,1
313,2021,2
314,2021,2
315,2021,1
316,2021,0
317,2021,0
318,2021,0
319,2021,1
320,2021,1
321,2021,1
322,2021,1
323,2021,1
324,2021,0
325,2021,0
326,2021,0
327,2021,0
328,2021,0
329,2021,0
330,2021,0
331,2021,0
332,2021,0
333,2021,0
334,2021,0
335,2021,0
336,2021,0
337,2021,0
338,2021,0
339,2021,0
340,2021,0
341,2021,0
342,2021,0
343,2021,0
344,2021,0
345,2021,0
346,2021,0
347,2021,0
348,2021,0
349,2021,0
350,2021,0
351,2021,0
352,2021,0
353,2021,0
354,2021,0
355,2021,0
356,2021,0
357,2021,0
358,2021,0
359,2021,0
360,2021,0
361,2021,0
362,2021,0
363,2021,0
364,2021,0
365,2021,0
366,2021,0
367,2021,0
368,2021,0
369,2022,246
370,2022,58
371,2022,58
372,2022,43
373,2022,97
374,2022,55
375,2022,33
376,2022,31
377,2022,24
378,2022,30
379,2022,20
380,2022,35
381,2022,30
382,2022,20
383,2022,23
384,2022,37
385,2022,26
386,2022,26
387,2022,36
388,2022,18
389,2022,16
390,2022,21
391,2022,30
392,2022,27
393,2022,47
394,2022,21
395,2022,21
396,2022,13
397,2022,31
398,2022,15
399,2022,14
400,2022,22
401,2022,13
402,2022,13
403,2022,14
404,2022,15
405,2022,12
406,2022,17
407,2022,14
408,2022,13
409,2022,14
410,2022,9
411,2022,11
412,2022,17
413,2022,11
414,2022,12
415,2022,12
416,2022,12
417,2022,7
418,2022,13
419,2022,10
420,2022,11
421,2022,32
422,2022,15
423,2022,7
424,2022,13
425,2022,8
426,2022,9
427,2022,15
428,2022,9
429,2022,13
430,2022,7
431,2022,9
432,2022,12
433,2022,10
434,2022,12
435,2022,9
436,2022,6
437,2022,10
438,2022,5
439,2022,10
440,2022,5
441,2022,7
442,2022,13
443,2022,5
444,2022,5
445,2022,7
446,2022,5
447,2022,12
448,2022,6
449,2022,9
450,2022,7
451,2022,7
452,2022,6
453,2022,5
454,2022,7
455,2022,16
456,2022,5
457,2022,9
458,2022,6
459,2022,4
460,2022,9
461,2022,4
462,2022,3
463,2022,9
464,2022,7
465,2022,4
466,2022,6
467,2022,15
468,2022,6
469,2022,6
470,2022,3
471,2022,6
472,2022,5
473,2022,3
474,2022,5
475,2022,6
476,2022,4
477,2022,4
478,2022,3
479,2022,4
480,2022,4
481,2022,3
482,2022,7
483,2022,6
484,2022,3
485,2022,5
486,2022,4
487,2022,7
488,2022,12
489,2022,9
490,2022,9
491,2022,5
492,2022,2
493,2022,3
494,2022,5
495,2022,15
496,2022,5
497,2022,2
498,2022,7
499,2022,2
500,2022,2
501,2022,2
502,2022,4
503,2022,2
504,2022,3
505,2022,5
506,2022,5
507,2022,4
508,2022,3
509,2022,3
510,2022,4
511,2022,5
512,2022,3
513,2022,2
514,2022,3
515,2022,1
516,2022,4
517,2022,4
518,2022,3
519,2022,2
520,2022,2
521,2022,3
522,2022,4
523,2022,2
524,2022,1
525,2022,1
526,2022,1
527,2022,1
528,2022,9
529,2022,2
530,2022,2
531,2022,2
532,2022,1
533,2022,2
534,2022,2
535,2022,2
536,2022,1
537,2022,1
538,2022,1
539,2022,2
540,2022,1
541,2022,1
542,2022,1
543,2022,1
544,2022,1
545,2022,1
546,2022,1
547,2022,0
548,2022,0
549,2022,1
550,2022,1
551,2022,1
552,2022,1
553,2022,1
554,2022,1
555,2022,1
556,2022,1
557,2022,1
558,2022,0
559,2022,1
560,2022,2
561,2022,1
562,2022,1
563,2022,1
564,2022,1
565,2022,2
566,2022,0
567,2022,0
568,2022,0
569,2022,1
570,2022,2
571,2022,0
572,2022,0
573,2022,0
574,2022,0
575,2022,0
576,2022,0
577,2022,0
578,2022,0
579,2022,0
580,2022,0
581,2022,0
582,2022,0
583,2022,0
584,2022,0
585,2022,0
586,2022,0
587,2022,0
588,2022,0
589,2022,0
590,2022,0
591,2022,0
592,2022,0
593,2022,0
594,2022,0
595,2022,0
596,2022,0
597,2022,0
598,2022,0
599,2022,0
600,2022,0
601,2022,0
602,2022,0
603,2022,0
604,2022,0
605,2022,0
606,2022,0
607,2022,0
608,2022,0
609,2022,0
610,2022,0
611,2022,0
612,2022,0
613,2022,0
614,2022,0
615,2022,0
616,2022,0
617,2022,0
618,2022,0
619,2022,0
620,2022,0
621,2022,0
622,2022,0
623,2022,0
624,2023,105
625,2023,119
626,2023,456
627,2023,65
628,2023,108
629,2023,80
630,2023,28
631,2023,52
632,2023,32
633,2023,24
634,2023,17
635,2023,25
636,2023,11
637,2023,41
638,2023,20
639,2023,10
640,2023,17
641,2023,21
642,2023,18
643,2023,7
644,2023,12
645,2023,14
646,2023,21
647,2023,18
648,2023,13
649,2023,9
650,2023,13
651,2023,14
652,2023,17
653,2023,8
654,2020,0
655,2020,0
656,2020,0
657,2020,0
658,2020,0
659,2020,0
660,2020,0
661,2020,0
662,2020,0
663,2020,0
664,2020,2
665,2020,0
666,2020,0
667,2020,0
668,2020,0
669,2023,7
670,2023,7
671,2023,15
672,2023,20
673,2023,6
674,2023,13
675,2023,14
676,2023,6
677,2023,6
678,2023,14
679,2023,13
680,2023,16
681,2023,14
682,2023,6
683,2023,11
684,2023,4
685,2023,5
686,2023,6
687,2023,3
688,2023,11
689,2023,12
690,2023,11
691,2023,8
692,2023,2
693,2023,5
694,2023,7
695,2023,18
696,2023,3
697,2023,12
698,2023,2
699,2023,7
700,2023,9
701,2023,7
702,2023,5
703,2023,12
704,2023,7
705,2023,3
706,2023,9
707,2023,8
708,2023,5
709,2023,6
710,2023,5
711,2023,3
712,2023,11
713,2023,5
714,2023,4
715,2023,3
716,2023,4
717,2023,3
718,2023,1
719,2023,5
720,2023,2
721,2023,4
722,2023,5
723,2023,4
724,2023,4
725,2023,2
726,2023,1
727,2023,9
728,2023,1
729,2023,1
730,2023,5
731,2023,6
732,2023,4
733,2023,4
734,2023,2
735,2023,7
736,2023,4
737,2023,1
738,2023,2
739,2023,8
740,2023,1
741,2023,3
742,2023,4
743,2023,1
744,2023,1
745,2023,2
746,2023,4
747,2023,4
748,2023,3
749,2023,3
750,2023,1
751,2023,1
752,2023,3
753,2023,1
754,2023,5
755,2023,2
756,2023,3
757,2023,3
758,2023,1
759,2023,3
760,2023,2
761,2023,2
762,2023,3
763,2023,1
764,2023,32
765,2023,2
766,2023,5
767,2023,1
768,2023,4
769,2023,2
770,2023,1
771,2023,2
772,2023,1
773,2023,4
774,2023,3
775,2023,1
776,2023,4
777,2023,3
778,2023,0
779,2023,1
780,2023,2
781,2023,1
782,2023,2
783,2023,1
784,2023,3
785,2023,2
786,2023,0
787,2023,0
788,2023,0
789,2023,6
790,2023,1
791,2023,1
792,2023,1
793,2023,1
794,2023,4
795,2023,0
796,2023,0
797,2023,0
798,2023,0
799,2023,1
800,2023,1
801,2023,2
802,2023,1
803,2023,1
804,2023,0
805,2023,0
806,2023,0
807,2023,0
808,2023,0
809,2023,1
810,2023,1
811,2023,1
812,2023,2
813,2023,1
814,2023,1
815,2023,0
816,2023,0
817,2023,0
818,2023,0
819,2023,2
820,2023,1
821,2023,1
822,2023,1
823,2023,1
824,2023,1
825,2023,0
826,2023,0
827,2023,0
828,2023,0
829,2023,1
830,2023,2
831,2023,1
832,2023,0
833,2023,0
834,2023,0
835,2023,0
836,2023,0
837,2023,0
838,2023,0
839,2023,3
840,2023,1
841,2023,1
842,2023,1
843,2023,0
844,2023,0
845,2023,0
846,2023,0
847,2023,0
848,2023,0
849,2023,1
850,2023,0
851,2023,0
852,2023,0
853,2023,0
854,2023,0
855,2023,0
856,2023,0
857,2023,0
858,2023,0
859,2023,0
860,2023,0
861,2023,0
862,2023,0
863,2023,0
864,2023,0
865,2023,0
866,2023,0
867,2023,0
868,2023,0
869,2023,0
870,2023,0
871,2023,0
872,2023,0
873,2023,0
874,2023,0
875,2023,0
876,2023,0
877,2023,0
878,2023,0
879,2023,1
880,2023,1
881,2023,0
882,2023,0
883,2023,0
884,2023,0
885,2023,0
886,2023,0
887,2023,0
888,2023,0
889,2023,2
890,2023,0
891,2023,0
892,2023,0
893,2023,0
894,2023,0
895,2023,0
896,2023,0
897,2023,0
898,2023,0
899,2023,0
900,2023,0
901,2023,0
902,2023,0
903,2023,0
904,2023,0
905,2023,0
906,2023,0
907,2023,0
908,2023,0
909,2023,0
910,2023,0
911,2023,0
912,2023,0
913,2023,0
914,2023,0
915,2023,0
916,2023,0
917,2023,0
918,2023,0
919,2023,0
920,2023,0
921,2023,0
922,2023,0
923,2023,0
924,2023,0
925,2023,0
926,2023,0
927,2023,0
928,2023,0
929,2023,0
930,2023,0
931,2023,0
932,2023,0
933,2023,0
934,2023,0
935,2023,0
936,2023,0
937,2023,0
938,2023,0
939,2023,0
940,2023,0
941,2023,0
942,2023,0
943,2023,0
944,2023,0
945,2023,0
946,2023,0
947,2023,0
948,2023,0
949,2023,1
950,2023,3
951,2023,0
952,2023,0
953,2023,0
954,2023,0
955,2023,0
